,name,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,County,State
5208,East Winds Project,3,33.8909,-116.5415,Wind,1985,Yavi Energy LLC,NA,4.819,4.87971,7.125,6.615,Riverside,California
5209,Eastern Correctional Institute,5.8,38.159,-75.704,Waste,1987.344828,Maryland Environmental Service,16.44978,12.398,11.555,11.591,4.24692,Somerset,Maryland
5210,Eastern Iowa Solar,1.8,41.597,-91.0363,Solar,2016,Central Iowa Power Cooperative,NA,NA,NA,0.151,3.102,Muscatine,Iowa
5211,Eastern Landfill Gas LLC,3,39.3897,-76.392,Waste,2006,Eastern Landfill Gas LLC,10.957,6.828,1.959,12.945,8.343,Baltimore,Maryland
5212,Eastern Maine Medical Center,3.8,44.8083,-68.7508,Gas,2006,Eastern Maine Medical Center,26.165,25.152,27.113,27.664,29.53,Penobscot,Maine
5213,Eastern Shore Solar  LLC,80,37.9439,-75.5696,Solar,2016,Dominion Renewable Energy,NA,NA,NA,15.912,157.538,Accomack,Virginia
5214,Easthampton Landfill-City of Easthampton,1.9,42.2869,-72.7014,Solar,2012,Ahana Renewables  LLC,2.957,2.676,2.765,3.057,2.761,Hampshire,Massachusetts
5215,Eastman Cogeneration Facility,467.7,32.4481,-94.6903,Gas,2001,Eastman Cogeneration LP,1953.387009,1956.70453,2251.6717,2358.32806,2018.27509,Gregg,Texas
5216,Eastman Falls,6.4,43.4472,-71.6579,Hydro,1970.0625,Public Service Co of NH,27.422,25.861,24.693,22.86,28.209,Merrimack,New Hampshire
5217,Easton,33.6,38.7786,-76.0769,Oil,1969.806548,Easton Utilities Comm,8.49,4.961,4.971,-1.085,0.675,Talbot,Maryland
5218,Easton 2,38.8,38.795,-76.07,Oil,1990.123711,Easton Utilities Comm,12.907,6.811,5.964,-0.697,0.924,Talbot,Maryland
5219,Easton Landfill,1.9,42.0103,-71.0922,Solar,2013,Ahana Renewables  LLC,0.309,2.475,2.525,2.654,2.454,Bristol,Massachusetts
5220,Eastover Farm,5,34.7422,-79.4631,Solar,2014,Eastover Farm  LLC,NA,2.843,9.265,9.709,9.822,Scotland,North Carolina
5221,Eastport,2,44.9136,-67.0033,Oil,1949,Emera Maine,0.228,0.187,0.084,0.032,0.086,Washington,Maine
5222,Eastridge Wind Project,10.4,43.9358,-95.9222,Wind,2006,NRG Energy Gas & Wind Holdings Inc,26.303,29.18,27.804,27.643,25.282,Murray,Minnesota
5223,Eastside WWTP,5.4,35.9428,-79.9089,Oil,2004,Town Of High Point,0.006,0.006,0.021,0.205,0.361,Guilford,North Carolina
5224,Eastwood Solar,5.5,44.1545,-93.9166,Solar,2017,Enel Green Power NA  Inc.,NA,NA,NA,0,7.317,Blue Earth,Minnesota
5225,Ebensburg Power,57.6,40.455,-78.7472,Coal,1990,Ebensburg Power Co,373.806003,362.827,196.980004,195.099,249.137,Cambria,Pennsylvania
5226,Echo Dam,4.4,40.9648,-111.4339,Hydro,1987,City of Bountiful,2.475,3.757,5.673,5.747,11.863,Summit,Utah
5227,Echo Wind Park,162,43.8825,-83.1614,Wind,2015.311111,DTE Electric Company,NA,193.207,395.538,399.911,394.749,Huron,Michigan
5228,Eckert Station,240,42.7184,-84.5581,Coal,1967.666667,Lansing Board of Water and Light,511.509999,549.251998,500.876003,540.333005,352.13,Ingham,Michigan
5229,Eclipse Wind Farm,200.1,41.5547,-94.685,Wind,2012,MidAmerican Energy Co,727.261,757.385,740.444,747.511,716.95,Guthrie,Iowa
5230,EcoEléctrica,507,17.9812,-66.7552,Gas,NA,Gas Natural Fenosa  International Power,NA,NA,NA,NA,NA,,Guayanilla
5231,EcoGrove Wind LLC,100.5,42.4515,-89.8784,Wind,2009,Acciona Wind Energy USA LLC,253.969,273.215,275.503,250.936,263.95,Stephenson,Illinois
5232,Ector County Energy Center,358.8,32.0692,-102.5856,Gas,2015,Invenergy Services LLC,NA,NA,61.169,230.091,241.343,Ector,Texas
5233,Eddystone Generating Station,861.6,39.858,-75.323,Gas,1974.408542,Exelon Power,37.278,65.377,0,141.780997,47.481,Delaware,Pennsylvania
5234,Eden Solar LLC,47.7,35.1485,-79.6364,Solar,2016,Sustainable Power Group  LLC,NA,NA,2.273,84.057,92.991,Richmond,North Carolina
5235,Edenton Generators,2.4,36.0286,-76.5719,Oil,2001.5,Town of Edenton - (NC),0,0.077,0.221,0.191,0.259,Chowan,North Carolina
5236,Edenville,4.8,43.814,-84.3767,Hydro,1923,Boyce Hydro Power LLC,19.513,18.908,13.873,20.056,21.474,Gladwin,Michigan
5237,Edge Moor,710.3,39.7389,-75.5038,Gas,1969.18105,Calpine Mid-Atlantic Generation LLC,395.561998,0,0,0,232.146002,New Castle,Delaware
5238,Edgecombe Genco LLC,114.8,36.0373,-77.7533,Coal,1990,Edgecombe Operating Services LLC,93.402,108.885,78.478,13.018,7.9,Nash,North Carolina
5239,Edgerton,3.6,41.45,-84.7672,Oil,2000,American Mun Power-Ohio  Inc,0.063,0.013,0.13,0.152,0.097,Williams,Ohio
5240,Edgewater,764.7,43.7151,-87.7059,Coal,1978.114947,Wisconsin Power & Light Co,0,0,3896.652987,3455.141001,3791.364994,Sheboygan,Wisconsin
5241,Edgewood Energy LLC,100,40.7861,-73.2931,Gas,2002,Edgewood Energy LLC,212.594,181.185,126.222,105.033,72.148,Suffolk,New York
5242,Edison Sault,41.8,46.4974,-84.332,Hydro,1950.011962,Cloverland Electric Co-op,182.646,220.031,200.279,213.794,214.574,Chippewa,Michigan
5243,Edom Hills Project 1 LLC,20,33.8817,-116.4603,Wind,2008,Red Marlin Wind Ventures  LLC,46.688,46.637,43.2,44.987,43.827,Riverside,California
5244,Edward C Hyatt,644.1,39.543,-121.4922,Hydro,1968.303369,California Dept. of Water Resources,1489.571,652.588,572.227,1703.427,2375.487,Butte,California
5245,Edward L. Addison Generating Plant,701.2,32.9111,-84.3064,Gas,2000,Southern Power Co,153.398001,531.583998,394.313004,403.590005,290.156999,Upson,Georgia
5246,Edwards Air Force Base,3,34.9077,-117.9206,Solar,2012,Ahana Renewables  LLC,2.557,2.592,1.998,2.79,2.741,Kern,California
5247,Edwardsport,804.5,38.8067,-87.2472,Coal,2013,Duke Energy Indiana  LLC,1052.217,2178.808,3107.47103,3092.54701,3969.29202,Knox,Indiana
5248,Edwin I Hatch,1721.8,31.9342,-82.3447,Nuclear,1977.506621,Georgia Power Co,13823.828,14509.992,14497.254,14620.433,14530.942,Appling,Georgia
5249,Eel Weir,2.5,44.6384,-75.4905,Hydro,1928,Erie Boulevard Hydropower LP,9.755,9.506,7.67,7.648,10.619,St. Lawrence,New York
5250,Effingham County Power Project,596.6,32.2773,-81.2844,Gas,2003,SEPG Operating Services  LLC Effingham,1216.239,1448.272,2715.125,1820.107,2448.066,Effingham,Georgia
5251,Effley,3,43.9228,-75.2779,Hydro,1915.466667,Erie Boulevard Hydropower LP,15.718,18.284,12.954,14.022,19.217,Lewis,New York
5252,Eichtens Solar,3.9,45.3827,-92.7725,Solar,2017,WGL Energy Systems  Inc,NA,NA,NA,0,5.973,Chisago,Minnesota
5253,Eielson AFB Central Heat & Power Plant,33.5,64.6714,-147.076,Coal,1976.283582,U S Air Force-Eielson AFB,71.82,68.264,67.522,69.894564,66.839,Fairbanks North Star Borough,Alaska
5254,Eight Flags Energy,21,30.6608,-81.4706,Gas,2016,Eight Flags Energy LLC,NA,NA,NA,77.345,171.327,Nassau,Florida
5255,Eklutna Generation Station,171,61.4578,-149.3514,Gas,2015,Matanuska Electric Assn Inc,NA,NA,0,0,748.674,Matanuska-Susitna Borough,Alaska
5256,Eklutna Hydro Project,44.4,61.4752,-149.1501,Hydro,1955,Anchorage Municipal Light and Power,89.936,83.11,92.243,76.916,119.24,Matanuska-Susitna Borough,Alaska
5257,El Cabo Wind,298,34.6511,-105.4617,Wind,2018,Avangrid Renewables LLC,NA,NA,NA,NA,136.06108,Torrance,New Mexico
5258,El Cajon Energy Center,49.9,32.7961,-116.9721,Gas,2010,El Cajon Energy LLC,24.198,27.154,15.671,10.34,13.393,San Diego,California
5259,El Cajon Energy Storage,7.5,32.8115,-117.0505,Storage,2017,San Diego Gas & Electric Co,NA,NA,NA,NA,0.948,San Diego,California
5260,El Centro,388.3,32.8022,-115.54,Gas,1993.332732,Imperial Irrigation District,0,0,998.997008,0,1044.631,Imperial,California
5261,El Dorado,20,38.7936,-120.6192,Hydro,1924,El Dorado Irrigation District,71.093,44.779,32.296,61.247,75.079,El Dorado,California
5262,El Dorado Hydro Elk Creek,2.6,45.2178,-116.3158,Hydro,1986,Enel Green Power NA  Inc.,3.973,4.2,4.317,2.159,4.603,Valley,Idaho
5263,El Dorado Refinery,38.9,37.7928,-96.8772,Gas,1996,Frontier El Dorado Refinery LLC,50.8424,45.02806,30.64558,37.5291,28.8953,Butler,Kansas
5264,El Nido Facility,12.5,37.1867,-120.4903,Waste,2008,Merced Power LLC,68.771,67.541,65.094,74.601,75.294,Merced,California
5265,El Segundo Cogen,180.1,33.9058,-118.4031,Gas,1996.565797,Chevron USA Inc-El Segundo,1051.092,NA,NA,1392.04,1353.986996,Los Angeles,California
5266,El Segundo Energy Center LLC,537.4,33.9106,-118.425,Gas,2013,NRG El Segundo Operations Inc,575.967,1688.677,1959.834,1184.687,1292.165,Los Angeles,California
5267,El Vado Dam,8,36.5928,-106.7321,Hydro,1988,Los Alamos County,14.429,0,0,0,18.194,Rio Arriba,New Mexico
5268,Elbow Creek Wind Project LLC,121.9,32.1408,-101.3986,Wind,2009,Elbow Creek Wind Project LLC,366.516,365.008,343.489,355.282,325.883,Howard,Texas
5269,Electra,102.5,38.331,-120.6699,Hydro,1948,Pacific Gas & Electric Co.,312.122,220.266,164.188,434.128,446.074,Amador,California
5270,Electra Wind Farm,230,34.1029,-99.1187,Wind,2016,Electra Wind  LLC,NA,NA,NA,116.266,919.967,Wilbarger,Texas
5271,Electric Avenue Facility,6.9,38.28,-77.59,Oil,2003.26087,Town of Culpeper- (VA),0.086,0.091,0.144,0.05,0.029,Spotsylvania,Virginia
5272,Electrifarm,264.1,42.4407,-92.4205,Gas,1977.191215,MidAmerican Energy Co,0,23.785,8.773,10.865,8.009,Black Hawk,Iowa
5273,Electron,22.8,46.991,-122.1749,Hydro,1912.223684,Electron Hydro LLC,49.652,42.364,62.832,166.693,128.745,Pierce,Washington
5274,Elephant Butte,27.9,33.1534,-107.192,Hydro,1940,U S Bureau of Reclamation,9.308,12.799,37.645,43.491,44.865,Sierra,New Mexico
5275,Elevation Solar C,40,34.7303,-118.3042,Solar,2017,Sustainable Power Group  LLC,NA,NA,NA,9.046,110.367,Los Angeles,California
5276,Elgin Energy Center LLC,540,42.0001,-88.2446,Gas,2002,Elgin Energy Center LLC,54.995,60.05,0,0,142.042,Kane,Illinois
5277,Elim,1.6,64.6166,-162.2637,Oil,2003,Alaska Village Elec Coop  Inc,1.19,1.198,0,0,1.268,Northwest Arctic Borough,Alaska
5278,Elizabeth Mines Solar 1,5,43.8236,-72.3311,Solar,2017,Elizabeth Mines Solar 1  LLC,NA,NA,NA,NA,0.12,Grafton,New Hampshire
5279,Elizabeth River Power Station,388.8,36.775,-76.3083,Gas,1992,Virginia Electric & Power Co,44.705,33.339,134.612998,148.980004,95.504,City of Chesapeake,Virginia
5280,Elizabethtown Power LLC,34.7,34.6472,-78.6415,Coal,1986,North Carolina Renewable Power,NA,NA,NA,NA,NA,Bladen,North Carolina
5281,Elizabethtown Solar,2,40.1527,-76.5814,Solar,2016,Elizabethtown Solar LLC,NA,NA,NA,3.264,3.174,Lancaster,Pennsylvania
5282,Elk Basin Gasoline Plant,2,44.9806,-108.8428,Gas,1948,Vanguard Natural Resources LLC,0,0,0,0,0.011,Park,Wyoming
5283,Elk City LLC,198.1,35.4642,-99.8983,Wind,2010.500757,Elk City LLC,689.279,792.648,687.907,699.488,650.979,Beckham,Oklahoma
5284,Elk City Station,6.4,41.3839,-96.2544,Waste,2004.375,Omaha Public Power District,49.124,47.08,49.026,49.199,48.218,Douglas,Nebraska
5285,Elk Hills Cogen,46.6,35.4791,-119.7375,Gas,1994,California Resources Elk Hills LLC,126.013,171.324,66.389,53.543,10.977,Kern,California
5286,Elk Hills Power LLC,623,35.2803,-119.4707,Gas,2003,Elk Hills Power LLC,3913.619,3924.149,3961.595,3442.847,3805.944,Kern,California
5287,Elk Mound,71,44.9028,-91.5681,Gas,2001,Dairyland Power Coop,15.411,9.334,3.209,4.719,14.494,Eau Claire,Wisconsin
5288,Elk River,239.3,45.2968,-93.5584,Gas,1998.201839,Great River Energy,227.283,176.694,164.035,206.083,170.392,Sherburne,Minnesota
5289,Elk River City of,12.2,45.3158,-93.5781,Oil,1975.704918,City of Elk River,24.816,26.49,25.538,25.041,24.911,Sherburne,Minnesota
5290,Elk River Wind,150,37.5797,-96.5503,Wind,2006,Avangrid Renewables LLC,547.522,567.081,509.352,507.687,466.681,Butler,Kansas
5291,Elk Station,606,33.865,-101.8433,Gas,2015.666667,Golden Spread Electric Cooperative  Inc,NA,NA,46.748,125.119,93.678,Lubbock,Texas
5292,Elk Wind Farm,40.8,42.5839,-91.3708,Wind,2012,RPMA Operations LLC,145.707,145.887,148.507,142.166,143.888,Delaware,Iowa
5293,Elkhart,3.4,41.6928,-85.965,Hydro,1917.705882,Indiana Michigan Power Co,16.038,15.704,11.303,14.737,17.008,Elkhart,Indiana
5294,Elkhorn Ridge Wind LLC,81,42.6978,-97.6189,Wind,2009,NRG Energy Gas & Wind Holdings Inc,259.818,271.773,257.511,260.004,241.463,Knox,Nebraska
5295,Elkhorn Valley Wind Farm,100.7,45.0852,-117.8163,Wind,2008,Telocaset Wind Power Partners,300.283,293.32,292.56,331.119,301.858,Union,Oregon
5296,Elkins Generating Center,66,35.9714,-94.0014,Gas,2011,Arkansas Electric Coop Corp,0.927,0.473,2.03,7.805,19.146,Washington,Arkansas
5297,Elkton,9.8,38.3836,-78.6528,Gas,1986.510204,Merck & Co Inc,12.954,15.025,14.084,12.203,11.835,Rockingham,Virginia
5298,Elkton Solar,1.6,39.6035,-75.8362,Solar,2016,SunE DB27  LLC,NA,NA,0.093,2.991,2.352,Cecil,Maryland
5299,Ellerbe,2,35.1,-79.73,Solar,2014,Sustainable Power Group  LLC,0.0891,3.272,2.768,3.277,3.363,Richmond,North Carolina
5300,Ellettsville Solar RES,1.1,39.2548,-86.6568,Solar,2016,Hoosier Energy R E C  Inc,NA,NA,NA,0.251,1.841,Monroe,Indiana
5301,Elliana Solar,5,36.1311,-79.3325,Solar,2015,Cypress Creek Renewables,NA,NA,1.02,9.676,9.57,Alamance,North Carolina
5302,Ellinwood,8.5,38.3545,-98.5834,Oil,1963.258824,City of Ellinwood - (KS),0.007,0.022,0.072,0.003,-0.12,Barton,Kansas
5303,Ellis Hydro,32.4,35.3514,-94.2943,Hydro,1989,Arkansas Electric Coop Corp,118.316,130.889,105.446,138.536,105.858,Sebastian,Arkansas
5304,Ellsworth Hydro Station,8.9,44.5442,-68.4306,Hydro,1930.292135,Brookfield Black Bear Hydro  LLC,29.72,35.708,26.572,23.067,22.281,Hancock,Maine
5305,Ellwood,58,34.4314,-119.9001,Gas,1974,NRG California South LP,1.073,1.075,6.446,3.939,9.176,Santa Barbara,California
5306,Elm City Solar Facility,40,35.7811,-77.8469,Solar,2016,Duke Energy Progress - (NC),NA,NA,NA,51.618,82.07,Wilson,North Carolina
5307,Elm Creek Wind II LLC,148.8,43.6848,-94.8799,Wind,2011,Avangrid Renewables LLC,437.439,455.66,427.405,425.11,391.73,Jackson,Minnesota
5308,Elm Creek Wind LLC,99,43.7542,-94.9497,Wind,2009,Avangrid Renewables LLC,325.519,358.037,338.72,328.729,305.877,Jackson,Minnesota
5309,Elm Road Generating Station,1402.6,42.8492,-87.8336,Coal,2010.5,Wisconsin Electric Power Co,3350.638051,6820.940021,7123.68309,0,7387.65499,Milwaukee,Wisconsin
5310,Elm Solar  LLC,5,35.4538,-79.1895,Solar,2016,SRE Utility Solar 1  LLC,NA,NA,0.001,9.529,9.988,Lee,North Carolina
5311,Elm Street Substation Generators,8,37.7814,-90.4156,Oil,2002,City of Farmington - (MO),0.029,0,0,0.018,0.027,Saint Francois,Missouri
5312,Elmer,2,43.9275,-75.2883,Hydro,1916,Erie Boulevard Hydropower LP,11.454,13.309,9.47,10.373,13.189,Lewis,New York
5313,Elmer Smith,445.3,37.7942,-87.0608,Coal,1970.335055,City of Owensboro - (KY),2684.290029,2370.785995,2300.224956,1955.462976,1780.260997,Daviess,Kentucky
5314,Elmore Company,45.5,33.1777,-115.6033,Geothermal,1988,CalEnergy Operating Corporation,325.529,344.67,353.22,305.377,288.346,Imperial,California
5315,Elmwood Energy Holdings LLC,83,40.9053,-74.1304,Gas,1989,Morris Energy Operations Company  LLC,0,0,0,0,3.59967,Bergen,New Jersey
5316,Elroy,6.6,43.7395,-90.2675,Oil,1995.30303,City of Elroy - (WI),0.034,0.02,0.013,0.034,0.023,Juneau,Wisconsin
5317,Eltopia Branch Canal 4.6,2.2,46.3784,-119.2545,Hydro,1983,Columbia Basin Hydropower,6.768,6.047,5.687,5.604,7.587,Benton,Washington
5318,Elwood Energy LLC,1728,41.4388,-88.1236,Gas,2000.111111,Elwood Energy LLC,278.3,287.213,568.46,1196.164,358.423,Will,Illinois
5319,Elwood Energy Storage Center,19.8,41.8969,-88.2227,Storage,2015,West Chicago Battery Storage LLC,NA,NA,NA,-3.964,-5.695,DuPage,Illinois
5320,Emerson,1.6,42.276,-96.7292,Gas,1964.6875,City of Emerson - (NE),0.023,0.025,0.012,0.009,0.008,Dixon,Nebraska
5321,Emery Station,602.8,43.094,-93.2922,Gas,2004,Interstate Power and Light Co,0,0,0,0,1980.141,Cerro Gordo,Iowa
5322,Emmitsburg Solar Arrays,1.7,39.6937,-77.3144,Solar,2014,UGI Energy Services  LLC,NA,NA,NA,3.274,2.739,Frederick,Maryland
5323,Emmonak,3.2,62.7777,-164.5315,Oil,2007.75,Alaska Village Elec Coop  Inc,3.704,3.425,3.53,4.654,5.579,Nome Census Area,Alaska
5324,Empire Energy Center,379,37.1385,-94.1041,Gas,1987.002639,Empire District Electric Co,0,0,0,93.596,220.871004,Jasper,Missouri
5325,Empire Generating Co LLC,653.7,42.6252,-73.75,Gas,2010,Empire Generating Co LLC,2869.969033,2725.094993,0,0,2366.444,Rensselaer,New York
5326,Empire Solar,7,44.6644,-93.1088,Solar,2017,Cypress Creek Renewables,NA,NA,NA,0,8.203,Dakota,Minnesota
5327,Emporia,2.5,36.696,-77.56,Hydro,1986,Emporia Hydro Power LP,6.80526,7.65171,7.356,7.636,5.069,City of Emporia,Virginia
5328,Emporia Energy Center,730.2,38.4459,-96.0652,Gas,2008.46946,Westar Energy Inc,292.027,271.565,251.239,333.957,284.4,Lyon,Kansas
5329,Encina,889.6,33.1361,-117.3364,Gas,1970.884442,NRG Cabrillo Power Ops Inc,0,0,654.1503,287.88,469.002,San Diego,California
5330,Encina Water Pollution Control,3.2,33.1165,-117.3215,Biomass,2008.5,Encina Joint Powers Authority,13.164,13.167,13.492,12.885,13.833,San Diego,California
5331,Encogen,176.4,48.746,-122.486,Gas,1993,Puget Sound Energy Inc,283.520004,219.643001,300.298002,212.717003,202.464001,Whatcom,Washington
5332,Enderlin,9.8,46.6144,-97.5765,Waste,1983,Archer Daniels Midland Co,5.481,2.652,3.594,5.606,1.996,Ransom,North Dakota
5333,Enel Cove Fort,25,38.5603,-112.5811,Geothermal,2014,Enel Cove Fort LLC,0,165.107,105.833,164.844,168.12,Beaver,Utah
5334,Energy Center,1.5,34.0631,-117.1639,Gas,2007,University of Redlands,9.88428,9.88428,9.947,7.2618,6.9384,San Bernardino,California
5335,Energy Shelby County,483,39.2794,-88.4772,Gas,2000.248447,Shelby County Energy Center  LLC,13.377,16.317,18.329,159.198,115.735,Cumberland,Illinois
5336,Enerparc CA1 LLC,1.5,36.8317,-121.4042,Solar,2014,Enerparc CA 1  LLC,NA,1.995,3.755,3.604,3.567,San Benito,California
5337,Enerparc CA2  LLC,1.5,39.699,-122.1756,Solar,2016,Enerparc CA2  LLC,NA,NA,NA,3.296,3.544,Glenn,California
5338,Engelhard Solar LLC,1.1,40.33,-74.4625,Solar,2013,SunRay Power LLC,1.14048,0.796,1.185,1.183,1.13,Middlesex,New Jersey
5339,Engineered Carbons Borger Cogen,20,35.667,-101.432,Gas,1982,Orion Engineered Carbons,97.153,97.875,91.377,82.369,58.322,Hutchinson,Texas
5340,Engineered Carbons Echo Cogeneration,10,30.1525,-93.7206,Gas,1985,Orion Engineered Carbons,40.9,22.785,0,NA,NA,Orange,Texas
5341,Engle,9,41.1428,-81.4706,Oil,1989,American Mun Power-Ohio  Inc,0.217,0.036,0.017,0.009,0.009,Summit,Ohio
5342,Ennis Power Company LLC,418,32.32,-96.675,Gas,2002,Ennis Power Company LLC,2006.358,1792.415,1594.261,1272.736,867.558,Ellis,Texas
5343,Enoree Phase II Landfill Gas Recovery,3.2,34.8008,-82.1847,Waste,2008,Enerdyne Power Systems Inc,17.765,15.35856,15.481,14.366,13.986,Greenville,South Carolina
5344,Ensign Wind LLC,98.9,37.6145,-100.2787,Wind,2012,NextEra Energy Resources Ensign Wind,394.99,432.799,418.125,443.606,435.171,Gray,Kansas
5345,Enterprise Products Operating,25.7,29.8247,-94.9197,Gas,1992.089494,Enterprise Products Optg LP,178.568,168.013,185.786,171.929,157.213,Chambers,Texas
5346,Enterprise Solar  LLC,80,37.6411,-113.6125,Solar,2016,Dominion Renewable Energy,NA,NA,NA,140.267,224.267,Washington,Utah
5347,Enterprise Sugar Factory,3,29.9036,-91.7256,Waste,1981,M.A. Patout & Son Limited  LLC,1.4,1.1,0,0,0,Iberia Parish,Louisiana
5348,Eolos Wind Energy Research Field Station,2.5,44.7283,-93.0481,Wind,2011,Regents of the University of Minnesota,3.765,3.171,3.877,3.067,3.077,Dakota,Minnesota
5349,Ephratah,4,43.0092,-74.5372,Hydro,1913.25,Erie Boulevard Hydropower LP,13.374,13.422,11.294,10.85,7.574,Montgomery,New York
5350,Equilon Los Angeles Refining,83,33.7917,-118.2347,Gas,1985.216867,Tesoro Refining and Marketing Company,459.91427,450.24684,459.16972,495.20644,413.76571,Los Angeles,California
5351,Equinix San Jose,1.1,37.2417,-121.7814,Gas,2015,Bloom Energy,NA,NA,1.18404,8.755,8.357,Santa Clara,California
5352,Equity Industrial Turbines,4,42.6256,-70.6565,Wind,2013,Equity Industrial Turbines,NA,NA,NA,8.548,7.732,Essex,Massachusetts
5353,Equuleus Community Solar Gardens,5,44.7261,-93.0227,Solar,2017,Equuleus Community Solar Gardens  LLC,NA,NA,NA,NA,1.528,Dakota,Minnesota
5354,Equus Freeport Power,120,40.6439,-73.5683,Gas,2004,Equus Power I  L.P.,0,105.539,131.587004,117.197999,85.694,Nassau,New York
5355,Ergon Refining Vicksburg,4.8,32.3883,-90.9083,Gas,1995,Ergon Refining Inc,0.743,39.709,37.832,38.35,38.6,Warren,Mississippi
5356,Erickson Station,154.7,42.6922,-84.6572,Coal,1973,Lansing Board of Water and Light,977.370003,935.528998,869.761996,793.133005,984.449001,Eaton,Michigan
5357,Erie,4.3,37.5668,-95.2375,Oil,1994.069767,City of Erie - (KS),0.035,0.015,0.01372,0.01274,0.021,Neosho,Kansas
5358,Erie Coke,2.5,42.1439,-80.0696,Gas,1953,Erie Coke Corp,0,0,0,0,2.62,Erie,Pennsylvania
5359,Erie Energy Center,20,37.5742,-95.2372,Oil,1999,City of Erie - (KS),0,0.02,0.14896,0.14014,0.111,Neosho,Kansas
5360,Errol Hydroelectric Project,3,44.7866,-71.1243,Hydro,1986,Errol Hydroelectric Co LLC,16.025,16.47,16.195,15.345,17.323,Coos,New Hampshire
5361,Erving Paper Mills,6.2,42.5983,-72.3875,Gas,2014.903226,Erving Paper Mills Inc,NA,NA,4.21885,42.09746,41.63968,Franklin,Massachusetts
5362,Erwin Farm,5,35.3333,-78.6614,Solar,2014,Erwin Farm LLC,NA,2.665,7.437,7.715,7.684,Harnett,North Carolina
5363,Escalante,257,35.4159,-108.082,Coal,1985,Tri-State G & T Assn  Inc,1513.065041,1389.686981,1368.601974,1301.58997,1106.758994,McKinley,New Mexico
5364,Escalante Solar I  LLC,80,38.5242,-113.0339,Solar,2016,Dominion Renewable Energy,NA,NA,NA,85.34,206.822,Beaver,Utah
5365,Escalante Solar II  LLC,80,38.5008,-113.03,Solar,2016,Dominion Renewable Energy,NA,NA,NA,94.435,209.256,Beaver,Utah
5366,Escalante Solar III  LLC,80,38.4978,-112.9869,Solar,2016,Dominion Renewable Energy,NA,NA,NA,97.501,207.945,Beaver,Utah
5367,Escanaba Mill,122.4,45.8044,-87.0891,Biomass,1975.465686,Verso Escanaba LLC,535.229001,562.227997,514.953999,565.819998,498.401462,Delta,Michigan
5368,Escondido Energy Center,49.9,33.1261,-117.1172,Gas,2014,Wellhead Energy  LLC,0,40.218,46.829,31.846,43.735,San Diego,California
5369,Escondido Energy Storage,30,33.1244,-117.1143,Storage,2017,San Diego Gas & Electric Co,NA,NA,NA,NA,3.748,San Diego,California
5370,Essential Power Massachusetts LLC,250.6,42.095,-72.595,Gas,1979.294493,NAEA Energy Massachusetts LLC,0,0,0,0,31.895,Hampden,Massachusetts
5371,Essential Power Newington LLC,605.5,43.1047,-70.8061,Gas,2002,Essential Power Newington LLC,689.348998,939.577002,1342.994004,1286.473007,835.235005,York,Maine
5372,Essential Power Rock Springs LLC,772.6,39.719,-76.1598,Gas,2003,Essential Power Rock Springs LLC,315.336,317.287,821.789,875.117,479.577,Cecil,Maryland
5373,Essex,121.2,36.8682,-89.8402,Gas,1999,Associated Electric Coop  Inc,3.559,40.229,86.842,71.001,81.942,Stoddard,Missouri
5374,Essex Junction 19,16,44.4821,-73.1164,Oil,1966.55,Green Mountain Power Corp,46.998,36.867,38.779,30.958,34.588,Chittenden,Vermont
5375,Essex Solar Center,20,37.8341,-76.8,Solar,2018,Essex Solar Center  LLC,NA,NA,NA,NA,1.017,Essex,Virginia
5376,Estes,45,40.3768,-105.5097,Hydro,1950.666667,U S Bureau of Reclamation,84.165,95.294,57.328,114.737,100.277,Larimer,Colorado
5377,Estherville,15.6,43.4028,-94.8433,Gas,1963.282051,City of Estherville - (IA),0.072,0.157,0.038,0.067,0.019,Emmet,Iowa
5378,Estill Solar,20,32.7638,-81.2422,Solar,2018,Estill Solar I  LLC,NA,NA,NA,NA,1.574,Hampton,South Carolina
5379,Estill Solar II,10.2,32.7278,-81.2535,Solar,2018,Cypress Creek Renewables,NA,NA,NA,NA,0,Hampton,South Carolina
5380,Etiwanda,23.9,34.1035,-117.5257,Hydro,1995,Metropolitan Water District of S CA,27.598,0,0.028,0,82.42,San Bernardino,California
5381,Etiwanda Generating Station,666,34.0912,-117.5266,Gas,1963,NRG California South LP,257.256,212.625,136.904,156.364,132.953,San Bernardino,California
5382,Eubank Landfill Solar Array,2,35.0492,-106.53,Solar,2013,Suncore Photovoltaics  Inc,NA,3.853,3.786,3.735,2.874,Bernalillo,New Mexico
5383,Euclid Farm  Stamco N-54,1,41.6022,-81.4969,Wind,2012,Case Western Reserve University,0.899,0.995,0.665,0.752,0.787,Cuyahoga,Ohio
5384,Eufaula Dam,90,35.3069,-95.3572,Hydro,1964,USCE-Tulsa District,177.182,126.521,341.782,259.558,194.298,McIntosh,Oklahoma
5385,Eurus Combine Hills Turbine Ranch 2,63,45.943,-118.591,Wind,2010,Eurus Combine Hills II LLC,150.135,161.908,139.389,173.247,127.38,Umatilla,Oregon
